X1,datotid_senest_aendret_i_sfien_,overskrift_,token_length_mean_mean,token_length_mean_std,token_length_mean_count,token_length_mean_se,token_length_median_mean,token_length_median_std,token_length_median_count,token_length_median_se,token_length_std_mean,token_length_std_std,token_length_std_count,token_length_std_se,sentence_length_mean_mean,sentence_length_mean_std,sentence_length_mean_count,sentence_length_mean_se,sentence_length_median_mean,sentence_length_median_std,sentence_length_median_count,sentence_length_median_se,sentence_length_std_mean,sentence_length_std_std,sentence_length_std_count,sentence_length_std_se,syllables_per_token_mean_mean,syllables_per_token_mean_std,syllables_per_token_mean_count,syllables_per_token_mean_se,syllables_per_token_median_mean,syllables_per_token_median_std,syllables_per_token_median_count,syllables_per_token_median_se,syllables_per_token_std_mean,syllables_per_token_std_std,syllables_per_token_std_count,syllables_per_token_std_se,n_tokens_mean,n_tokens_std,n_tokens_count,n_tokens_se,n_unique_tokens_mean,n_unique_tokens_std,n_unique_tokens_count,n_unique_tokens_se,proportion_unique_tokens_mean,proportion_unique_tokens_std,proportion_unique_tokens_count,proportion_unique_tokens_se,n_characters_mean,n_characters_std,n_characters_count,n_characters_se,n_sentences_mean,n_sentences_std,n_sentences_count,n_sentences_se,flesch_reading_ease_mean,flesch_reading_ease_std,flesch_reading_ease_count,flesch_reading_ease_se,flesch_kincaid_grade_mean,flesch_kincaid_grade_std,flesch_kincaid_grade_count,flesch_kincaid_grade_se,gunning_fog_mean,gunning_fog_std,gunning_fog_count,gunning_fog_se,automated_readability_index_mean,automated_readability_index_std,automated_readability_index_count,automated_readability_index_se,coleman_liau_index_mean,coleman_liau_index_std,coleman_liau_index_count,coleman_liau_index_se,lix_mean,lix_std,lix_count,lix_se,rix_mean,rix_std,rix_count,rix_se,dependency_distance_mean_mean,dependency_distance_mean_std,dependency_distance_mean_count,dependency_distance_mean_se,dependency_distance_std_mean,dependency_distance_std_std,dependency_distance_std_count,dependency_distance_std_se,prop_adjacent_dependency_relation_mean_mean,prop_adjacent_dependency_relation_mean_std,prop_adjacent_dependency_relation_mean_count,prop_adjacent_dependency_relation_mean_se,prop_adjacent_dependency_relation_std_mean,prop_adjacent_dependency_relation_std_std,prop_adjacent_dependency_relation_std_count,prop_adjacent_dependency_relation_std_se,dw_ek_borger_mean,dw_ek_borger_std,dw_ek_borger_count,dw_ek_borger_se,dw_sk_kontakt_mean,dw_sk_kontakt_std,dw_sk_kontakt_count,dw_sk_kontakt_se,dw_sk_lpr3kontakt_mean,dw_sk_lpr3kontakt_std,dw_sk_lpr3kontakt_count,dw_sk_lpr3kontakt_se,afdeling_resultat_udfoert_mean,afdeling_resultat_udfoert_std,afdeling_resultat_udfoert_count,afdeling_resultat_udfoert_se,quarter,date
58,4,Medicin,4.656520757473652,1.0675468360400207,4459,0.01598525278290651,3.801525005606638,1.311580886280594,4459,0.019639374409272204,2.824120612900274,0.9167792989805722,4459,0.013727687016245264,10.055333303973892,6.943950151318732,4459,0.10397745066856333,9.625028033191299,7.04667109682074,4459,0.10551557548380774,3.6076183264113717,3.9362055548022843,4459,0.0589400283667148,1.7445493493445468,0.3591424834801371,4459,0.005377734437213592,1.2755102040816326,0.513235698799871,4459,0.0076850983072184915,0.9665724641514005,0.3286387036821767,4459,0.00492097636867463,34.71390134529148,41.6769551304726,4460,0.6240631703370842,26.68139013452915,25.004660948696497,4460,0.3744152598479531,0.8808942291866801,0.12932479203219718,4459,0.001936485990066661,162.29349775784755,200.18832174962822,4460,2.997583636914709,3.4748878923766817,3.4475595160516317,4460,0.05162313117111259,49.03996174191785,30.225126724950577,4459,0.4525855679418697,8.917262310815472,4.702881208391604,4459,0.07042009060977855,12.201992669658548,5.4490711239627805,4459,0.0815934031257025,5.52987941968785,5.67515245066355,4459,0.08497870392450631,6.84232394713056,6.967130462550506,4459,0.10432454844649386,35.57881065432774,14.902155296266407,4459,0.22314217173326673,2.420290503118495,1.7916860193851312,4459,0.026828381632145282,2.0234032634740826,0.7600260475975581,4459,0.011380492248477668,0.5033722825676362,0.46473216957264707,4459,0.006958815253974338,0.40042542558922173,0.09234380124523471,4459,0.0013827393384586062,0.06494216867467419,0.06862627801589267,4459,0.0010275974454697762,2640102.7376681613,2433758.623561745,4460,36442.66040310267,2966360.6766236704,1361296.2529813556,4419,20383.803297146103,-1,0,4460,0,660005.5641255606,3.545958158550871,4460,0.05309653460459582,4,2013-10-01T00:00:00Z
59,4,Objektivt psykisk,5.577266602766485,1.124518494745681,3424,0.01921481974460196,4.954001168224299,1.4535866552022627,3424,0.02483765780053891,3.1399345141503967,0.7680782841278533,3424,0.013124271275411622,9.002568287957063,5.576381254720246,3425,0.09528448054636872,8.465255474452555,5.631249524190642,3425,0.09622202307012291,3.544507551187724,3.3796456379880144,3425,0.057748522623682186,2.005608292066462,0.37423972383192117,3424,0.006394691477552159,1.694071261682243,0.5514143095325634,3424,0.009422100758474924,1.0775004530473826,0.28082620644940715,3424,0.004798520399351978,39.89956204379562,63.516296590995005,3425,1.0853126876465111,30.45051094890511,31.67418583588522,3425,0.541221664416646,0.8862581719115249,0.11029759747377638,3424,0.0018846719405896356,213.57372262773723,305.01608546666836,3425,5.211856566904769,4.4545985401459856,5.095042661016653,3425,0.08705977427666318,28.02026298532256,29.78921054643137,3424,0.5090128029536105,11.588204888042737,4.0434366001412885,3424,0.06909082045645866,14.28884951970503,4.945372946115092,3424,0.0845023449355745,9.341524470387172,4.755524711377377,3424,0.0812583790725311,12.243077454979861,5.462533197587733,3424,0.09333914135782212,43.84331783144986,13.974569455573453,3424,0.23878560855327868,2.7682370149057793,1.6038896931360105,3424,0.027405908829274718,2.053367302086913,0.6716617579759617,3425,0.011476787326445297,0.5389527058194776,0.4037757299242606,3425,0.006899377737219341,0.3939848963886785,0.0762088579339965,3425,0.0013021924272351739,0.07706142222187584,0.06578511647558737,3425,0.0011240803604941419,2786315.9696350363,2406519.5717279813,3425,41120.56849102122,3090783.5641476274,1375402.2405986832,3414,23501.708733925476,-1,0,3425,0,660005.3424817518,3.3014116964869777,3425,0.05641172728306406,4,2013-10-01T00:00:00Z
60,4,"Objektivt, somatisk",5.295955332186581,1.2267895175725347,525,0.05349056489820419,4.617142857142857,1.2759113748309943,525,0.05563237965612876,3.2075778978261456,1.0663348684693281,525,0.04649440973211136,6.703606445737418,5.677370993973904,525,0.24754513896177602,6.144761904761904,5.747551436046167,525,0.25060515165138497,3.0742892640757895,2.8052268526373565,525,0.12231370326027562,1.9655051383939415,0.46300142733908795,525,0.020187821580060373,1.6038095238095238,0.614072224151206,525,0.02677482134273503,1.1302297559200205,0.42695063408859674,525,0.01861593229638532,55.23384030418251,65.41641322572805,526,2.8522911607383064,41.152091254752854,40.985800856013526,526,1.7870658407087683,0.8542181016031077,0.11928711335920322,525,0.005201165307709469,303.5437262357414,350.60747416664884,526,15.287212339257483,8.695817490494296,8.889087027787458,526,0.3875826127749229,33.749104749449096,39.115589512478074,525,1.7055207510158854,10.217367146886103,5.7222271100283635,525,0.24950095856450638,12.517877173768428,5.55005340544632,525,0.2419938282974226,6.865752837467505,6.199219233259257,525,0.2702988034744468,8.779373459753218,8.955995360816775,525,0.39049995473038485,35.01058584797795,14.406846041077317,525,0.6281683386597077,1.8756891421383064,1.526255473438562,525,0.06654790107332147,1.7188734114587367,0.6760906218797897,525,0.029478951987042798,0.6090431518772023,0.4120593806873256,525,0.017966642793119585,0.40517534759004686,0.09300737454113636,525,0.004055314243105351,0.09890728384666138,0.07203796844057839,525,0.003141004688098595,2880663.8707224336,2439473.6582441097,526,106366.10613690784,2939331.6564885494,1281171.5845988863,524,55861.73570126707,-1,0,526,0,660007.4144486692,3.9476696417261303,526,0.1721265760285669,4,2013-10-01T00:00:00Z
61,4,"Observation af patient, Psykiatri",4.395074695052601,0.6177301990840673,6253,0.007811863012104429,3.6925475771629617,0.8424965866849439,6253,0.010654275819940391,2.476344874687778,0.6193269616737116,6253,0.007832055793081698,12.201934063981339,7.115758864225946,6253,0.08998642701445117,11.621221813529505,7.200760092918103,6253,0.09106135900804373,4.853026634302176,4.312993318700897,6253,0.054542441065322966,1.625366083945937,0.21359277187904002,6253,0.002701110414819873,1.169278746201823,0.36895445623845025,6253,0.004665826074415379,0.8539918227431219,0.23140273191698874,6253,0.002926336522065083,61.342875419798496,84.91421932827195,6253,1.073831666568685,42.53718215256677,38.58278858143895,6253,0.487920874631174,0.8262867042446923,0.13557159740833696,6253,0.0017144487170230875,272.59683351991043,379.5406125229175,6253,4.79969941077097,4.893171277786663,5.959323603738031,6253,0.07536205888303431,56.94406622323269,18.582624284970084,6253,0.23499727799423195,8.34807407551478,3.502174614084213,6253,0.04428876614784432,10.356084105934896,4.250988514188817,6253,0.05375832359841123,5.37176884568842,4.135715380707304,6253,0.052300570797805375,6.661086980218004,4.096309990456077,6253,0.05180224723998438,30.08292636425758,11.721436039700114,6253,0.14823017036086278,2.1124299801919895,1.4359675338145363,6253,0.018159354489421624,2.3100793929785586,0.6123572360064261,6253,0.00774391611296648,0.5481877659544006,0.4160321634511694,6253,0.005261174335217625,0.38934488100969733,0.06507114677057896,6253,8.228946639908813e-4,0.06582756084728858,0.0560256512945108,6253,7.085046412262046e-4,1683118.478650248,2320056.425159768,6253,29339.60975288871,2102271.1419871794,995979.8744260794,6240,12595.237133243423,-1,0,6253,0,660005.7310091156,2.935311233358946,6253,0.03712016878356802,4,2013-10-01T00:00:00Z
62,4,Ordination,5.124799010878288,1.6698414520277747,429,0.08062070501250787,4.151515151515151,2.005338386593776,429,0.09681864965054554,3.237938801906949,1.4866921034833178,429,0.07177817113942374,6.041072731981823,4.586924835143286,429,0.2214588179012832,5.741258741258742,4.559389951476568,429,0.22012942119062404,2.0571705025216973,2.886900097872093,429,0.13938085014508006,1.853306109139274,0.5510391447983001,429,0.026604420610819423,1.393939393939394,0.6774475225809258,429,0.03270747460073392,1.0433132524189448,0.5211658360064868,429,0.02516212367123414,15.42890442890443,18.70523201240876,429,0.9030971116638934,12.839160839160838,13.36492673320297,429,0.6452647431664161,0.9221563115351643,0.11698672805416513,429,0.005648172454564537,73.7972027972028,87.65937896842148,429,4.232234697977302,2.585081585081585,2.097029787638747,429,0.10124555220878145,43.913614343855876,45.97904163865584,429,2.2198890488713494,8.635030453316348,6.414628526801342,429,0.309701183663913,12.382180373305827,7.795909461348161,429,0.3763900556093725,5.728339707227651,7.6638158963284635,429,0.3700125181931278,5.52629830790461,9.957864804684979,429,0.4807702431856921,36.07204777092682,19.2555194402859,429,0.9296652390397598,1.63151183833002,1.420237869738456,429,0.06856973050030149,1.4365795706464417,0.7672535525215861,429,0.03704335058428807,0.38782113120277334,0.4105321366340423,429,0.019820678331787637,0.4019930281832451,0.12293651956785331,429,0.005935431095753787,0.07216475417597606,0.0821779411953941,429,0.0039675883884686845,2433888.337995338,2495984.3465185054,429,120507.25981927454,2608478.3044496486,1324902.926782675,427,63966.91608095118,-1,0,429,0,660005.0559440559,3.333719451293544,429,0.16095349181332164,4,2013-10-01T00:00:00Z
63,4,Plan,5.210042163566326,1.0092213389093558,1099,0.030443009164920976,4.316196542311192,1.413689156913283,1099,0.04264371976792485,3.237408582431233,0.8830359500182005,1099,0.02663664597937444,9.989833481017644,5.77754994982158,1099,0.17427892107719747,9.55459508644222,5.949868307217925,1099,0.17947687828564302,3.5941288764709887,3.7286167109050434,1099,0.11247315957986767,1.889873330065027,0.3576952055100854,1099,0.010789821815856256,1.3930846223839854,0.5798588509316306,1099,0.01749135460448053,1.1175186726437558,0.3155849442782118,1099,0.009519572149906322,31.40309372156506,31.39344932832047,1099,0.9469786545074029,26.163785259326662,21.516260607744226,1099,0.6490347494874128,0.9096082817452422,0.09542604744735327,1099,0.0028785122995431222,162.89080982711556,161.1492844904513,1099,4.861043812217578,3.1901728844404005,2.642867479252194,1099,0.0797216980959738,36.812035293265815,30.267881745135938,1099,0.9130260784672904,10.606540352364204,4.590375908230554,1099,0.13846799552981556,14.54773288373584,5.370089882726874,1099,0.16198794973258762,8.10421533090622,5.161920748492943,1099,0.155708559258952,10.742449475282445,6.151708815780162,1099,0.18556536672233503,41.49510715030682,13.915549462213958,1099,0.4197604464753983,3.023435609311865,1.8683250544758272,1099,0.056357742908929497,2.0582785976874316,0.6741159721922926,1099,0.020334606422261554,0.48812529508840313,0.44281740296174943,1099,0.013357520037496769,0.3940296392107753,0.08576416529999786,1099,0.002587063084765129,0.06795432939826918,0.07016420485815908,1099,0.0021164926356538097,2562340.0473157414,2396485.5605562124,1099,72289.62475412565,2809407.7742230347,1358884.5310053963,1094,40990.546510018,-1,0,1099,0,660006.0245677889,2.9878833437399015,1099,0.09012904950645086,4,2013-10-01T00:00:00Z
64,4,Samtale med behandlingssigte,5.4041606346964635,1.863537759410312,2452,0.03761845177456458,4.654567699836868,2.2098605882653035,2452,0.04460952483971935,2.926141750004341,1.1040616746628962,2452,0.022287227964510742,10.788157626562736,6.604337523332087,2452,0.13331897965031417,10.28874388254486,6.417860295742372,2452,0.12955464240642708,4.481828057910769,4.909684483703792,2452,0.0991097325749831,1.9907399767809004,0.6419111787339755,2452,0.01295799057401398,1.548531810766721,0.860110321531798,2452,0.017362684758042014,1.0298310656287972,0.38846361337822966,2452,0.007841751331438666,81.44458027709861,136.56489531745984,2454,2.756778016788866,49.97962510187449,62.211057270064344,2454,1.2558284080592714,0.8399516133396567,0.17181500349185902,2452,0.0034683571021659346,388.00162999185005,635.042298392354,2454,12.819331379923769,5.881010594947025,8.392172480691054,2454,0.16940925084802336,27.468417973374656,51.797476496369995,2452,1.0456138394745615,12.108113200374094,6.880193321734772,2452,0.1388875644544284,15.857634209126209,7.869869298973516,2452,0.15886573652751915,9.41767540270171,8.005545332242882,2452,0.16160457146055676,11.105045417868057,8.830567485112264,2452,0.17825894613793686,43.436527999737955,19.872261768582476,2452,0.40115297756536966,2.8280527640304483,1.6931862628731285,2452,0.034179637870822316,2.1019861069336456,0.7971492278652983,2452,0.01609171568118438,0.5033660002071582,0.4654706519019161,2452,0.009396259980580293,0.3776395998067086,0.10059115505434343,2452,0.0020305912752511045,0.06357496615509002,0.06718992735711807,2452,0.0013563347612661517,3106643.7114914428,2359973.6597150015,2454,47639.79418121592,3259299.518337408,1349276.8328583576,2454,27237.28307146341,-1,0,2454,0,660004.7726161369,3.6708834308412426,2454,0.07410257753877218,4,2013-10-01T00:00:00Z
65,4,Semistruktureret diagnostisk interview,5.447468590400785,1.4664910659350627,179,0.10961068858870587,4.4581005586592175,1.3758261138127612,179,0.10283407189881763,3.392284132374447,1.9612973364492527,179,0.14659424565830712,10.205448130416782,8.600271840840156,179,0.6428144981050223,9.30167597765363,8.302974117615355,179,0.6205934229716755,5.097279435242785,5.132566280189861,179,0.38362601536891666,1.9887335674162392,0.5066701333474806,179,0.037870303811321004,1.5167597765363128,0.6401795774676752,179,0.0478492681862447,1.1459792118617291,0.609849654631229,179,0.04558230331740288,252.9776536312849,400.67511784441047,179,29.947864386942967,115.06703910614524,152.33473630463962,179,11.386032775919999,0.7676702595107058,0.24593463807738408,179,0.018382017902228334,1287.7486033519554,1994.4125147875743,179,149.06939029758723,17.692737430167597,27.913399440180584,179,2.0863454299593216,28.229610344213157,42.317377926889264,179,3.16294932958032,11.857180866374167,6.3572315270934325,179,0.47516179360986094,13.739029961505041,6.861434830672235,179,0.5128477179074865,9.330301125996087,7.525826571885618,179,0.5625066881792311,10.138645906772842,11.295950240367553,179,0.8442989615630376,40.39308000298674,19.67801597249353,179,1.4708039693574775,2.8174795328738402,2.062240137830347,179,0.15413906486959902,1.8804262074458158,0.9001796857531974,179,0.06728258869143497,0.5557908484250322,0.5242779929500564,179,0.039186377028842416,0.38514082147994205,0.12823015653561134,179,0.00958437189437899,0.0678848236713413,0.06961233617847473,179,0.0052030702948237225,3225371.4916201117,2286484.8016129215,179,170899.89797694457,3710932.418994413,1072313.9838452893,179,80148.51019746016,-1,0,179,0,660007.312849162,3.0980969575027624,179,0.23156263867772545,4,2013-10-01T00:00:00Z
66,4,Telefonkonsultation,5.163695882616285,1.441395154297871,1218,0.04130089029636133,4.164614121510673,1.7494558066033274,1218,0.050127879319847295,2.9211684039589527,1.0058482633487558,1218,0.02882098545668315,10.055060967048185,6.7944600393274825,1218,0.19468446794104052,9.596059113300493,6.77128168187067,1218,0.1940203288978926,3.8726799209647704,4.356129523136686,1218,0.12481797723223738,1.859073148544961,0.5058056485396238,1218,0.014493058020436385,1.3649425287356323,0.6825883877783423,1218,0.019558486815460425,1.0256552107972883,0.3823340575111699,1218,0.010955175559420747,48.76765188834155,67.86327574719037,1218,1.9445144507591507,34.26354679802956,37.96662463611318,1218,1.087873366539148,0.8732983927487566,0.14186373811647604,1218,0.004064880242943776,234.74384236453201,318.95943449534286,1218,9.139276328078505,4.0213464696223316,4.681775098239224,1218,0.1341488343068588,39.3515247515424,41.77702451236361,1218,1.1970543269475695,10.268536929979335,5.95814424330116,1218,0.17072116624559233,14.061290217774474,6.2561150680620345,1218,0.17925904727583622,7.918538090646794,6.605580575758314,1218,0.18927242671081615,9.467222166762797,7.451153075416149,1218,0.21350096455615106,38.76933540777008,15.735340450347358,1218,0.4508712047337657,2.570952544972763,1.798140370625483,1218,0.05152285822747701,1.9772213741665627,0.7996977147289708,1218,0.022914068697810125,0.4562255724828181,0.47064208078277237,1218,0.013485501799629034,0.37655415341068094,0.08924574163801258,1218,0.0025571950716071633,0.059104754603578745,0.0691754313070432,1218,0.00198211218561184,3223557.316912972,2258287.821584507,1218,64707.65306707553,3214254.6277732127,1411181.1258999116,1217,40435.15526974184,-1,0,1218,0,660007.197044335,4.435116956223224,1218,0.12708123675500968,4,2013-10-01T00:00:00Z
67,4,Telefonnotat,4.892787515975036,0.8753842437294104,551,0.03729262258192081,3.8430127041742286,0.9309531761597609,551,0.03965993869395936,3.1897586108959004,4.458505178947359,551,0.18993870646981698,13.002157263608284,6.060699451712849,551,0.25819447728721795,12.531760435571687,6.396546538758591,551,0.27250204422385316,5.5854233566037195,4.689845150331722,551,0.19979412059538373,1.7785867848971058,0.2604449629492634,551,0.011095328452851955,1.1978221415607986,0.3975776346596816,551,0.016937376680678955,1.0652200720432419,0.2757050793668698,551,0.011745431269066098,60.30671506352087,58.12934113062424,551,2.4763931899032228,43.28312159709619,32.52070202280534,551,1.38542848506018,0.830947102570711,0.1347018529761516,551,0.005738491868123897,291.4573502722323,274.33885731379536,551,11.68722825278682,4.586206896551724,3.8488853575155746,551,0.1639680289279661,43.16936837514247,21.86100692126379,551,0.9313102060213139,10.468165394593079,3.5493104013408097,551,0.15120570671843542,13.474114290362273,4.231960325446453,551,0.1802875712340572,8.116107832046566,4.57064817132023,551,0.19471615856554067,9.930762779370971,5.200262735695787,551,0.22153864079495134,38.186457015250824,11.268091696198328,551,0.4800368453680931,3.156540418324481,1.747866404295389,551,0.07446161226447148,2.32377309454466,0.615322885182602,551,0.026213636226043956,0.6308043998215894,0.46735998876770063,551,0.01991020491384592,0.3880139217854735,0.0716831579993405,551,0.0030538052014286977,0.0770193866740141,0.06498916653559411,551,0.002768631577374692,3061670.274047187,2324117.536828981,551,99010.73586581238,3287442.6885245903,1380667.7953541933,488,58818.4255907995,-1,0,551,0,660007.3593466425,3.8235750440829737,551,0.16288977332455454,4,2013-10-01T00:00:00Z
0,1,Aggregate,4.859570464960775,1.0879403351884636,33990,0.005900531975120713,4.056649014416005,1.321294778767697,33990,0.007166148582337722,2.8499584090694534,0.8915909770836397,33990,0.004835615427476349,11.123724758323895,6.6231304339527135,33992,0.035921080997666374,10.601685690750765,6.690201576546681,33992,0.03628484673801361,4.373396673417691,4.250477611225651,33992,0.02305280744116088,1.778213313929688,0.3804356771695107,33990,0.002063323516014806,1.315651662253604,0.5459113138076639,33990,0.002960793950289804,0.9832393773125014,0.3276414631332799,33990,0.001776989846835997,59.251294269914105,95.28643285232151,33996,0.5167936380839487,40.61168961054241,45.2147310632257,33996,0.24522573320974547,0.8510347012259115,0.14133961968418352,33990,7.665668036413586e-4,282.42678550417696,450.6257998549353,33996,2.444005295931768,4.948082127309095,6.455357380978618,33996,0.03501115034097672,45.106908664651684,31.520714657389384,33990,0.1709551330150506,9.731425026527685,4.704725829965691,33990,0.025516459217480737,12.566356890694726,5.472669081012531,33990,0.029681461250515212,7.020766533756746,5.36732289084398,33990,0.02911010770892694,8.693819820911306,6.251398309120799,33990,0.033904961898294686,36.42296982385935,14.52328932456225,33990,0.07876822861675038,2.5865730718884796,1.722563561334638,33990,0.009342462122311244,2.1694940452321156,0.7143734967257951,33992,0.0038744621586984025,0.5418939217894801,0.44323879480593226,33992,0.002403941279475874,0.39032603925082726,0.080446345335265207,33992,4.36307228971436e-4,0.06999706605773372,0.06526704303295286,33992,0.00035398106116803273,2548880.9121073065,2437615.8633375373,33996,13220.60583606636,2517661.3430934954,1323064.4014032152,33606,7175.74627313661,-1,0,33996,0,660005.6775503,3.4469112873603294,33996,0.018694600805347034,1,2013-01-01T00:00:00Z
1,2,Aggregate,4.876155128264216,1.125483246974969,36265,0.0059088016339906005,4.076285674893148,1.3685631445175943,36265,0.0071849742466444265,2.8503871547426534,0.9064641539474743,36265,0.004758948556892988,11.005674345060655,6.378336762644861,36273,0.03348635067341585,10.48015052518402,6.414591071651583,36273,0.03367668626559267,4.353957887694424,4.250455205254298,36273,0.022314944917673343,1.7847713780433057,0.3928945641833718,36265,0.002062701554263469,1.3237418999034882,0.5552270078336059,36265,0.002914948987415628,0.9844520257242289,0.33107985078686464,36265,0.0017381735077521825,59.76320939334638,96.28512428195012,36281,0.5054981504303374,40.67288663487776,45.523037111985325,36281,0.2389965348613467,0.8508978388107323,0.14279513573568514,36265,7.496763133780295e-4,285.02047903861524,452.25050069007517,36281,2.374320990235072,4.983352167801328,6.835131104749292,36281,0.035884526889968835,44.67011770593672,32.53453830639747,36265,0.17080674778826524,9.763462110688211,4.790727925564547,36265,0.025151383701768865,12.59376961915378,5.490692985539332,36265,0.02882620933887359,7.040741743582409,5.454247039403224,36265,0.028634867649283784,8.72640557056485,6.405911033333273,36265,0.03363111595191956,36.56179844152377,14.733708893475596,36265,0.0773521626541344,2.583424882625889,1.6965368290950364,36265,0.008906840341538188,2.1602345161388805,0.7158885478555842,36273,0.0037584241548629,0.5367410666788088,0.4438935655688783,36273,0.002330446972534672,0.390084103814118,0.08172750729117507,36273,4.290704725477061e-4,0.06917098366185305,0.06509716451042205,36273,3.417609574031206e-4,2513496.0794079546,2430997.3858207297,36281,12762.7677836807,2601017.6116029173,1365040.4719502295,35922,7166.480170008457,-1,0,36281,0,660005.7666822855,3.4578815807095418,36281,0.01815392311619011,2,2013-04-01T00:00:00Z
2,3,Aggregate,4.878984499984721,1.1150264026182115,34139,0.006033961221357158,4.068484724215707,1.3544017017181256,34139,0.007329339760132634,2.871853915319917,0.957371189787336,34139,0.005180810624803953,11.166476643503747,6.861656303417449,34142,0.03713182750819418,10.633413391131159,6.91593058365598,34142,0.037425532573390465,4.4123741860513706,4.252261857428093,34142,0.023011099190592552,1.7881110883072902,0.3932276943638491,34139,0.0021279502022407103,1.325185271976332,0.5598307270957944,34139,0.0030295218928343623,0.9914989819036273,0.3295993372849442,34139,0.001783625585091495,60.11734215766663,97.51560158804631,34148,0.527705314491156,41.078686892350945,45.83011942805173,34148,0.24800952044695027,0.8499033819019692,0.14200079712048777,34139,7.68436784290394e-4,287.3274862363828,463.22009704922107,34148,2.506713828466466,5.0032212721096405,6.878973855393734,34148,0.03722554137616063,44.22583215135556,32.56629194759423,34139,0.17623236747916138,9.865019426617753,4.859930764213525,34139,0.0262994972144941,12.702052480593538,5.5226581043780945,34139,0.029885843745389135,7.133745949532814,5.52598791504085,34139,0.029903863003378515,8.785242974765179,6.321733283719368,34139,0.034210036099734005,36.72375404270986,14.760543872646837,34139,0.0798766281449105,2.6199463976281985,1.757195903885198,34139,0.009509059083690067,2.1675819267155116,0.7165072537317709,34142,0.003877376332692066,0.5436078086278895,0.4456747702667003,34142,0.002411767357985444,0.38979370539506736,0.08116891461269986,34142,4.3924527885854867e-4,0.06975149985697446,0.06569074259383192,34142,0.00035548520867542004,2552485.8310882044,2427479.6099329963,34148,13136.296860394794,2694951.4116062177,1376869.6611413357,33775,7450.925038798993,-1,0,34148,0,660005.7004216939,3.4359000822077914,34148,0.018593360487141154,3,2013-07-01T00:00:00Z
3,4,Aggregate,4.9192508387109495,1.1439295414897623,35566,0.006064944363348473,4.104453691728055,1.383454017001705,35566,0.007334867522906274,2.886581807777542,1.0575435651638605,35566,0.005606938759692307,11.100717029257153,6.673008134885462,35570,0.03537929706889584,10.582021366319932,6.702611699120458,35570,0.0355362507653692,4.357229611784399,4.253173459045089,35570,0.02254969336938801,1.7978865489258102,0.3946051047595114,35566,0.0020921376003131716,1.3337316538266883,0.5602092892562466,35566,0.0029701463664845284,0.996215449513841,0.3314583369359178,35566,0.0017573428252113548,61.23243851018974,101.45460543633543,35575,0.5378972349778673,41.37728742094167,47.330199724196284,35575,0.25093768245514864,0.850076208405016,0.14418511065224282,35566,7.644480209771042e-4,293.71041461700634,479.75189519553334,35575,2.5435732246083744,5.067350667603654,6.995936117651798,35575,0.037091413224490194,43.465302985292006,32.60737440110758,35566,0.17287945140400968,9.954827819667361,4.821794290390404,35566,0.025564436481502296,12.84123041045337,5.5322152978758945,35566,0.029330983046373937,7.290654196921904,5.561175445550343,35566,0.029484525443898967,9.00578410904683,6.424837153331493,35566,0.03406353141976135,37.19430400729728,14.763416853647616,35566,0.07827344131150302,2.6509789802894788,1.7526724835062233,35566,0.009292408941370265,2.1677906645749854,0.7166931191001972,35570,0.0037998003681910257,0.5349645127244661,0.4430506418520636,35570,0.00234898863568044,0.39035919088415555,0.08146656184157147,35570,4.319235994193781e-4,0.06897997949720855,0.06511184076483495,35570,3.452132996929557e-4,2652287.7238229094,2431740.902077423,35575,12892.728740942694,2912298.7312691566,1366747.3449471975,35236,7246.291231419503,-1,0,35575,0,660005.850119466,3.5213204125133917,35575,0.018669517319579516,4,2013-10-01T00:00:00Z
0,1,"Aftaler, Psykiatri",4.790704877064672,1.1338131835260852,3878,0.018206966792912976,3.9762764311500773,1.172212605056631,3878,0.018823591297577328,2.7950617939327724,1.838846529929564,3878,0.029528513333714087,9.87004348955251,6.401672750972192,3878,0.10279916029338089,9.554280556988138,6.501548870891993,3878,0.10440298817720332,2.840239498833455,3.5570882121053593,3878,0.05712033331263029,1.6958040423975784,0.3655921092220136,3878,0.005870740867252469,1.2309179989685406,0.446798987278606,3878,0.007174774859461296,0.9494742439009518,0.4035389958727039,3878,0.0064800984891094544,25.89479112944817,34.59148481136568,3878,0.5554760029508851,21.30737493553378,21.052666244842364,3878,0.3380673296019282,0.9248638157030704,0.10094626273889099,3878,0.001621012420970292,126.94584837545126,172.91196009774362,3878,2.7766499466926313,2.6116554925219186,2.5557065760969073,3878,0.04103997505013589,53.3518838712691,32.398991597436634,3878,0.5202685704393412,8.269804661216904,5.250697218618254,3878,0.08431659755597071,11.662977019286876,5.695368126958765,3878,0.0914571993584227,6.069241715750859,6.075192347228112,3878,0.09755648190872905,7.786034767393792,7.340686891943078,3878,0.11787801061117599,34.43202427965789,14.920846836751283,3878,0.23960152062618956,2.381687400352756,1.8566883261149127,3878,0.0298150199605486,1.9559368650737103,0.7973078435908417,3878,0.012803306261479476,0.40631027141779175,0.43993428163263676,3878,0.007064540237430703,0.4173149589913033,0.0968646131782558,3878,0.0015554685914483265,0.061796316518947965,0.07871505357099165,3878,0.0012640198467373305,2678811.5312016504,2345876.97267576,3878,37670.495247671555,3021104.1654154803,1463270.1751660008,3863,23497.443737118436,-1,0,3878,0,660005.6113976276,3.3681884415285133,3878,0.05408694835975976,1,2014-01-01T00:00:00Z
