datotid_senest_aendret_i_sfien_,overskrift_,dependency_distance_mean_mean,dependency_distance_mean_std,dependency_distance_mean_count,dependency_distance_mean_se,dependency_distance_std_mean,dependency_distance_std_std,dependency_distance_std_count,dependency_distance_std_se,prop_adjacent_dependency_relation_mean_mean,prop_adjacent_dependency_relation_mean_std,prop_adjacent_dependency_relation_mean_count,prop_adjacent_dependency_relation_mean_se,prop_adjacent_dependency_relation_std_mean,prop_adjacent_dependency_relation_std_std,prop_adjacent_dependency_relation_std_count,prop_adjacent_dependency_relation_std_se,flesch_reading_ease_mean,flesch_reading_ease_std,flesch_reading_ease_count,flesch_reading_ease_se,flesch_kincaid_grade_mean,flesch_kincaid_grade_std,flesch_kincaid_grade_count,flesch_kincaid_grade_se,smog_mean,smog_std,smog_count,smog_se,gunning_fog_mean,gunning_fog_std,gunning_fog_count,gunning_fog_se,automated_readability_index_mean,automated_readability_index_std,automated_readability_index_count,automated_readability_index_se,coleman_liau_index_mean,coleman_liau_index_std,coleman_liau_index_count,coleman_liau_index_se,lix_mean,lix_std,lix_count,lix_se,rix_mean,rix_std,rix_count,rix_se,n_tokens_mean,n_tokens_std,n_tokens_count,n_tokens_se,n_unique_tokens_mean,n_unique_tokens_std,n_unique_tokens_count,n_unique_tokens_se,proportion_unique_tokens_mean,proportion_unique_tokens_std,proportion_unique_tokens_count,proportion_unique_tokens_se,n_characters_mean,n_characters_std,n_characters_count,n_characters_se,n_sentences_mean,n_sentences_std,n_sentences_count,n_sentences_se,token_length_mean_mean,token_length_mean_std,token_length_mean_count,token_length_mean_se,token_length_median_mean,token_length_median_std,token_length_median_count,token_length_median_se,token_length_std_mean,token_length_std_std,token_length_std_count,token_length_std_se,sentence_length_mean_mean,sentence_length_mean_std,sentence_length_mean_count,sentence_length_mean_se,sentence_length_median_mean,sentence_length_median_std,sentence_length_median_count,sentence_length_median_se,sentence_length_std_mean,sentence_length_std_std,sentence_length_std_count,sentence_length_std_se,syllables_per_token_mean_mean,syllables_per_token_mean_std,syllables_per_token_mean_count,syllables_per_token_mean_se,syllables_per_token_median_mean,syllables_per_token_median_std,syllables_per_token_median_count,syllables_per_token_median_se,syllables_per_token_std_mean,syllables_per_token_std_std,syllables_per_token_std_count,syllables_per_token_std_se,dw_ek_borger_mean,dw_ek_borger_std,dw_ek_borger_count,dw_ek_borger_se,dw_sk_kontakt_mean,dw_sk_kontakt_std,dw_sk_kontakt_count,dw_sk_kontakt_se,dw_sk_lpr3kontakt_mean,dw_sk_lpr3kontakt_std,dw_sk_lpr3kontakt_count,dw_sk_lpr3kontakt_se,afdeling_resultat_udfoert_mean,afdeling_resultat_udfoert_std,afdeling_resultat_udfoert_count,afdeling_resultat_udfoert_se,quarter,date
1,"Aftaler, Psykiatri",2.175346892556514,0.7643034201180795,2555,0.01512064616709376,0.3310091069004164,0.47253598874601166,2555,0.00934844630937591,0.41193256938609624,0.1075139073350912,2555,0.00212700834258267,0.04329985858536946,0.06728016179868392,2555,0.00133104143438943,53.135535656028075,29.96906076737705,2555,0.5928948528761415,8.554264060142225,4.8797992173643925,2555,0.09653982357010613,11.745464996317388,2.809860634734475,712,0.0555890596827391,11.993558836162148,5.3939028792969825,2555,0.10671062663165598,6.5750514349921545,5.037908524820013,2555,0.09966778928481054,8.716597071094398,5.498787637568818,2555,0.10878562103362324,35.367105586364005,14.335644933695406,2555,0.28361015915120513,2.620128428866198,1.8765540625605264,2555,0.03712492872139226,24.931898238747554,29.001472637612284,2555,0.5737525105019659,20.823091976516633,19.33539482857118,2555,0.38252303471141247,0.9285110843501224,0.09764425715966547,2555,0.00193175147970934,122.59021526418786,144.81652847885226,2555,2.8649871616919995,2.180821917808219,1.9117634724970365,2555,0.03782149636113919,4.789436313103411,0.8975423553801513,2555,0.01775658726423926,4.02426614481409,1.0994046048338195,2555,0.02175014213804969,2.764353422412388,0.9311510904078734,2555,0.01842148784835453,10.893612800550178,6.082799168298722,2555,0.12033945094099864,10.652054794520549,6.137429510743525,2555,0.12142023385567896,2.4615207243061943,3.772950211999263,2555,0.07464240465244629,1.6860809379599706,0.33795789453533515,2555,0.00668601187451878,1.2129158512720155,0.4242427391090802,2555,0.00839303368030988,0.9470201372067863,0.38940587358311857,2555,0.00770383629701502,2393235.91037182,2335263.372059974,2555,46199.83402722168,2545941.3711583926,1384331.3099801238,2538,27387.008045842584,-1,0,2555,0,660005.5561643835,3.435539668716369,2555,0.06796722133754832,1,NA
1,Aktuelt psykisk,2.6109628901268116,0.5719377989011689,3659,0.00945513197066277,0.7000951473743168,0.4198567688087863,3659,0.0069409665972245,0.3713002535518695,0.05516403935501268,3659,9.1195803658818e-4,0.0780346384371153,0.05348220861711863,3659,8.8415443345222e-4,46.832745625659726,19.664752256931177,3659,0.3250927428068136,10.35938166000127,3.270827842169743,3659,0.05407250396887494,11.806379235086895,2.061945359059824,2953,0.03408756253505671,12.767721041575545,3.818286854095206,3659,0.0631229587844665,7.780512425464217,3.7816285954383217,3659,0.06251693366410989,8.975076007822357,3.6611958057760474,3659,0.06052596904865768,36.79578607213325,10.48269907104633,3659,0.17329734687218018,3.0817684567643555,1.5550397811856655,3659,0.02570752690063372,120.49412407761685,130.82383806365215,3659,2.1627468164841352,74.47444657010112,59.61387594083716,3659,0.985521616837104,0.7446655473222208,0.14764475264031926,3659,0.00244082594938144,566.9431538671769,617.6167638349282,3659,10.21028514039865,8.251161519540858,8.543782691526498,3659,0.14124366851124448,4.649676439632132,0.6659189838545092,3659,0.0110088053040223,3.786827001913091,0.8570973848658329,3659,0.01416931858881524,2.780466258822871,0.6116894397360543,3659,0.01011229610785801,14.621072789593754,6.2810950372468985,3659,0.10383748479562677,13.922246515441378,6.451370623623942,3659,0.1066524380015,6.4726812723553175,4.1249907199199045,3659,0.06819331002345864,1.715861294242348,0.23807381079787576,3659,0.00393577641515785,1.1859797758950532,0.4120886412549414,3659,0.00681254586453705,0.9707307573871738,0.21841196427153045,3659,0.0036107317091589,2124410.658103307,2277787.20596104,3659,37655.80570968773,2419357.7835390945,1315439.0111591048,3645,21746.507179212855,-1,0,3659,0,660005.207433725,3.250417721474994,3659,0.05373508898296657,1,NA
1,"Aktuelt socialt, Psykiatri",2.47679381454332,0.6409875582308913,1310,0.01770305644028289,0.5209964813950639,0.45098017005858954,1310,0.0124553547123917,0.37786713934037025,0.06403509565275138,1310,0.0017685474514175,0.06233172011769301,0.05837420146695556,1310,0.00161220256143211,45.8154172426125,23.98614242914963,1310,0.6624590879421473,10.161127393863712,3.899908693522562,1310,0.10770927271026796,11.779366114699846,2.2211804764969454,767,0.06134547049244868,13.068217220011372,4.416244544932827,1310,0.1219696473498094,7.5258628681779864,4.83076440570794,1310,0.13341802633422145,9.097415871056526,4.754872580943564,1310,0.1313220148907732,37.463253457760075,11.647381240407093,1310,0.3216821369349341,3.054593230423178,1.751457655759891,1310,0.04837247359099929,63.01296720061022,82.61072504700621,1311,2.2815767783639966,43.98245614035088,41.99771528219843,1311,1.1599100707285126,0.8347758584682338,0.13396018069709037,1310,0.0036997670378757,298.36842105263156,386.06957314369174,1311,10.662627309182172,4.688787185354691,5.901288846910928,1311,0.16298420801741137,4.740962597648917,0.8904205339179686,1310,0.0245919983393165,3.7709923664122136,1.0794623162602153,1310,0.02981303157062142,2.9378730200051564,0.759508636022664,1310,0.02097642002210007,13.251858066503177,6.734942971199289,1310,0.1860084084475785,12.89618320610687,6.879064513702061,1310,0.18998881613010657,4.427619333459178,4.018561577685078,1310,0.11098627657431916,1.7443137921972436,0.2862421598697295,1310,0.00790555299661054,1.2103053435114504,0.4385987809505781,1310,0.012113400446082421,1.010157551273796,0.28079608099046094,1310,0.00775514096358447,2528590.1426392067,2318077.9767388366,1311,64021.62526905459,2581670.5745983166,1363248.1535154826,1307,37650.74484503924,-1,0,1311,0,660005.8009153318,3.242729848655564,1311,0.08955903869651527,1,NA
1,"Aktuelt somatisk, Psykiatri",2.1294787084542497,0.7998265147924452,1087,0.02425945416985225,0.4274035899794208,0.4549413192915753,1087,0.01379877746137248,0.3825409633757571,0.09920677823975922,1087,0.00300903039038493,0.0545099204522052,0.06391885952433866,1087,0.00193871622725874,42.32156418494808,32.357073817366334,1087,0.9814190137802868,9.789668129380194,4.5692675754807075,1087,0.1385899758098557,10.742887954459254,2.14200308430244,460,0.0649688709917323,11.801491532720773,5.691550649941737,1087,0.17262982608607888,6.98951948673718,4.9947982951000345,1087,0.1514967034558481,8.570112413200329,7.7572562818382496,1087,0.2352845270475784,34.64596106066889,15.105593782063815,1087,0.45816618139932136,2.330225240337336,1.5583504953241771,1087,0.04726616550302007,32.26310947562097,38.808909367663574,1087,1.1771089614741008,26.192272309107636,25.205797790460583,1087,0.7645144103167433,0.9069117355304795,0.10448663764548012,1087,0.00316917325250246,159.06071757129715,191.54341138828505,1087,5.8096831302436716,3.2327506899724012,3.5943113018057,1087,0.10901867928317532,4.994060015199299,1.076910651725316,1087,0.03266366407887284,4.287488500459982,1.2893564298985272,1087,0.03910733470475731,2.7064603800875404,1.0064163496304768,1087,0.03052550879234888,9.794993630296968,5.768823176453789,1087,0.17497357098680186,9.51471941122355,5.871181960607899,1087,0.17807820453813247,2.916392526040546,3.34164716398305,1087,0.10135514980708071,1.827086492674947,0.3967304628707099,1087,0.01203319007784308,1.4457221711131554,0.5735881121255122,1087,0.01739744089640722,0.9284025101978371,0.3767500720369332,1087,0.01142716693812068,1981339.667893284,2201682.5850585443,1087,66779.00367262757,2455221.0461254613,1325864.8077762024,1084,40214.66648678621,-1,0,1087,0,660004.858325667,3.3807196473583487,1087,0.10254025320395084,1,NA
1,Journalnotat,2.407923812315758,0.824852792225141,751,0.0300993058752178,0.529492718613825,0.5279462707685658,751,0.01926503303295636,0.383981981986707,0.0937431075767026,751,0.00342073457863069,0.0624079991678241,0.06993242746211381,751,0.00255187052116338,37.04286399507686,36.972429872372274,750,1.349143127316742,11.431423833749284,5.330727828594761,750,0.19452102116011852,12.048910677475162,2.652464028143538,346,0.09678978704883062,14.73297132194344,5.735662640537138,750,0.20929730230878027,9.36026774482572,5.99863326859561,750,0.2188932368133818,10.972564608835018,6.2678509314863415,750,0.2287171288565908,41.36225425828524,14.638971098825683,750,0.5341836421664934,3.4499950666447257,2.1392498469185837,750,0.07806233559835037,51.11584553928096,69.71684561078078,751,2.5440038276811316,37.15312916111851,38.81696175894369,751,1.416451051801953,0.8648030909302774,0.1355766418507311,750,0.00494726192487226,256.9360852197071,356.83373706735506,751,13.021047997684162,3.984021304926764,5.439584329175544,751,0.1984932512821116,5.11047655036969,1.2569220329572608,750,0.04586573639306411,4.176,1.4126871250272015,750,0.05154968532927014,3.169716775129325,1.0068655046729411,750,0.0367410440820627,13.421950451233986,7.110846252766447,751,0.2594784650195432,12.92410119840213,7.363076691013427,751,0.2686824844317292,4.257534453272489,4.465739391271946,751,0.16295714479464968,1.8457528596214736,0.45112398512651247,750,0.01646174801607982,1.314,0.5889537236927319,750,0.02149122660778666,1.0971819237978984,0.3808240140377218,750,0.01389646563749641,2582448.607190413,2365137.500753649,751,86305.09315497534,2513754.7503924645,1483491.1683767925,637,54133.361565889834,-1,0,751,0,660005.792276964,3.649583575616328,751,0.13317519610063627,1,NA
1,Konklusion,2.3954244232786537,0.6259041466610477,782,0.02238228658896941,0.610836022392275,0.4457992682348136,782,0.01594174928543481,0.3723771102597926,0.07011966330880537,782,0.0025074740406691,0.07239840704452716,0.06047347415061465,782,0.00216252702061532,28.668619116198837,25.453108710530856,782,0.9102013092234874,12.473743493084603,3.8064048717362193,782,0.13611676031759307,13.132930992241509,2.303451974943253,523,0.08237127445494845,15.700436472162565,4.513484880067119,782,0.16140188979343847,10.21500819130143,4.493630650302963,782,0.1606919039865776,12.549114550450453,5.520569664704398,782,0.19741516816743332,44.953531929435854,11.776478339501962,782,0.4211260056506149,3.96648918803334,1.9334663746882128,782,0.06914061640151213,62.12531969309463,58.21717166268167,782,2.081841808373599,46.709718670076725,35.24723554398409,782,1.2604385697441138,0.8442259057038907,0.11677466098981508,782,0.00417585335158228,329.9769820971867,308.78352370926797,782,11.042076264363535,4.695652173913044,3.813777372313629,782,0.1363804003999941,5.345671890256572,0.8995266649356445,782,0.03216700786600242,4.388107416879795,1.1907988038555215,782,0.04258287828875789,3.4436323901942316,0.8574670822789988,782,0.03066296026086123,12.93378717638595,5.742343477452652,782,0.20534578352018304,12.191176470588236,5.7843965483432545,782,0.20684959826504604,5.319300501869379,4.086102890259653,782,0.14611874103996794,1.9508107198554308,0.3096459956500991,782,0.01107291819800082,1.4769820971867007,0.5573231220927006,782,0.01992983415732711,1.187108100774568,0.3033472137499782,782,0.01084767421711013,2296581.537084399,2337408.7277228725,782,83585.56545525367,2594290.538064516,1313656.3257178983,775,46976.254301049164,-1,0,782,0,660005.5051150895,3.5142802767885053,782,0.1256704061294842,1,NA
1,Kontaktårsag,2.2650751272135135,0.7510297461311557,653,0.02939006508738066,0.3963223301480945,0.4893088628270517,653,0.01914813547719037,0.3471248121113436,0.09929104303461796,653,0.00388555877102599,0.05090565573185913,0.0663968583694402,653,0.00259830985274271,15.989587260560633,46.35893322694306,653,1.8141652470359717,13.815206685060874,6.28236426505784,653,0.2458479116224513,12.527154042251484,2.087874412207684,221,0.08170483950224848,17.59370082935612,6.56777862825741,653,0.2570170387502651,12.23015663341469,7.1679197856955135,653,0.2805023770735246,14.783597660763848,6.882858932275513,653,0.26934708385240225,50.5050546320277,15.643056816369649,653,0.6121601179807452,3.987042988072403,2.3402003483284224,653,0.09157911641874182,39.69831546707504,74.83966059364178,653,2.928702234891896,29.30321592649311,38.55774021040073,653,1.508880973414991,0.9145477820701968,0.1176460354966151,653,0.00460384513173995,212.791730474732,365.4525677248188,653,14.301264107197063,3.2802450229709037,5.2775300914586945,653,0.20652571178118703,5.955983305690096,1.6427645369996688,653,0.0642863440687601,5.116385911179173,2.0922566378372913,653,0.08187632924302798,3.4958117413411074,1.1105042987982328,653,0.04345739138779252,11.214950527228671,6.182424951805974,653,0.2419369840774488,10.95635528330781,6.255918195000411,653,0.2448129969279306,2.975658956619605,3.746414950287387,653,0.14660854620005126,2.121303049105228,0.5701095644097072,653,0.0223101112722284,1.6898928024502298,0.7963233116717855,653,0.03116253927516893,1.20533880736598,0.3921208287663062,653,0.01534487380683164,2560643.7335375194,2322817.90387383,653,90898.88880255226,2950831.174382716,1272354.659165731,648,49791.08542603917,-1,0,653,0,660006.4777947933,3.780180803705678,653,0.1479299061527906,1,NA
1,Medicin,2.2111343881641385,0.8207574273856245,3355,0.01416995787896719,0.4709609414110464,0.5069294308470303,3355,0.00875187776928432,0.389962708271001,0.09635915502628532,3355,0.00166359160747967,0.0631130950449223,0.07546770931170808,3355,0.0013029114650541,50.81820161085508,26.888936048474577,3355,0.4642237505309971,8.900394126018288,4.3155560724853235,3355,0.07450587193127746,10.91000568497402,2.7098475462228726,1390,0.04678413415119739,12.184211761796654,5.197748683509793,3355,0.08973647688501088,5.640719890350143,5.153714958335508,3355,0.08897625710489725,7.022358474778405,6.33749578713186,3355,0.10941362863792632,35.3145548835741,13.664871505487769,3355,0.23591702882426083,2.5566433539992426,1.7680243097334616,3355,0.0305240368981058,32.02295081967213,34.87016224372437,3355,0.6020155453240572,25.20596125186289,21.78347040347365,3355,0.37608049318318726,0.8862657273761898,0.12383085294694456,3355,0.00213787644415719,149.61043219076006,167.9298930115406,3355,2.899223852500069,2.988077496274218,2.7449483660816028,3355,0.04739013188246346,4.5812752622648985,0.927623534338616,3355,0.01601494664627764,3.7225037257824143,1.144866295180889,3355,0.01976553198115664,2.791566062785719,0.8475846456965144,3355,0.01463311610427384,10.985826810164946,6.701780609406308,3355,0.11570282007907896,10.634873323397914,6.899703566721921,3355,0.11911985887137616,3.2204553429952982,3.7482018549525753,3355,0.06471079107468206,1.7123662432249116,0.316504034174667,3355,0.00546428053299974,1.243666169895678,0.4544069329758504,3355,0.00784510366319621,0.954782187546825,0.3210466490887178,3355,0.00554270645988718,2071653.83219076,2291311.30353993,3355,39558.319639192945,2463991.3382708584,1324391.1581778252,3308,22864.937069694144,-1,0,3355,0,660005.1535022354,3.3880400307716037,3355,0.0584927810901743,1,NA
1,Objektivt psykisk,2.143521758757048,0.6771255011048694,2537,0.01344339428566294,0.5190066139172992,0.4211380424715707,2537,0.00836111584100681,0.3851462465944519,0.07526066318203127,2537,0.00149419681832338,0.07133319574100526,0.06334766946785013,2537,0.00125768073473025,28.672027538140743,30.462022128422568,2537,0.6047814969939393,11.56431661807622,4.1681453890608,2537,0.08275278632052893,11.010972320630575,1.9352939002657847,1476,0.03842259509863308,14.237478559483256,5.25916017363543,2537,0.10441338232022498,9.28615580215409,4.835647239221183,2537,0.09600511627040292,12.216765525041076,5.7184851784253246,2537,0.1135326477068912,43.44485266224128,14.403498604470087,2537,0.2859616282608426,2.7892631361052445,1.6357591522605752,2537,0.03247574519692324,36.23649980291683,49.39018544232951,2537,0.9805741116821624,28.64485612928656,27.246762139218884,2537,0.5409469379716413,0.8895445111283199,0.1040843296502562,2537,0.00206645102003122,194.24990145841545,244.9218165041942,2537,4.862585359810189,4.03586913677572,4.359248838633407,2537,0.08654688212368938,5.536872446642559,1.1292635361593362,2537,0.02241997228614312,4.942451714623571,1.4599136180658552,2537,0.02898457429035512,3.111223318068391,0.7687131410847984,2537,0.01526174074275914,9.274973156935271,5.792671439333791,2537,0.11500551374774226,8.795821836815136,5.897545862885545,2537,0.11708765099406854,3.391957318475386,3.4046897270798397,2537,0.06759542558476435,1.9946675497348696,0.3817547783982033,2537,0.0075792153715506,1.6970831690973591,0.564268046947305,2537,0.01120276496090606,1.06407491920876,0.2883329966074022,2537,0.00572445455478378,2244096.6826960975,2315170.4414387182,2537,45964.52065678849,2439172.779143537,1345567.1685329764,2522,26714.383013069193,-1,0,2537,0,660004.861253449,3.067148179452313,2537,0.06089400302071219,1,NA
1,"Objektivt, somatisk",1.783375874740622,0.7230222814279623,362,0.03800120743361215,0.7284638715912373,0.5187131590327126,362,0.02726295836418191,0.35892818566083884,0.09911595853128032,362,0.00520941912424832,0.11563322834581193,0.08211733447816359,362,0.00431599127932396,36.780866799498114,36.66180396639264,362,1.926901636649106,9.77148854246549,5.285659042390694,362,0.27780807155283926,9.772538931801366,1.9646706683944792,254,0.10326079780133404,12.097884673333974,5.04658692835497,362,0.26524272020692946,6.377232718132846,5.835154672912974,362,0.30668892069914766,8.690877878979862,9.518254144903246,362,0.5002683312220233,34.425622386826404,12.986526091032236,362,0.6825566576629795,1.85965338450411,1.3342754775331116,362,0.07012796216345864,52.469613259668506,80.00498886359098,362,4.204968858670044,38.331491712707184,41.24335658731685,362,2.1677026962954233,0.859585698138482,0.12035077173065332,362,0.00632549612758723,280.23756906077347,387.63137374154263,362,20.37345268562938,8.530386740331492,10.572027816326749,362,0.5556534457675333,5.202067546509151,1.1675541037111297,362,0.06136528129875115,4.44475138121547,1.206968487454097,362,0.0634368553165343,3.2296749091329833,1.0271722484811512,362,0.05398697479625481,6.61098914814949,3.8032217531206705,362,0.19989289745113395,5.889502762430939,3.7242486499853302,362,0.19574216330225688,3.378536244687065,2.8838291191965166,362,0.15157069343041626,1.930779896159931,0.4315184748951847,362,0.02268010751140549,1.520718232044199,0.5731639680207654,362,0.03012482934718445,1.1282225025461072,0.39842194767389166,362,0.02094059266023856,2173808.2790055247,2326789.0716935513,362,122293.31853101152,2431758.0363128493,1243464.748287735,358,65355.05619929444,-1,0,362,0,660007.3977900553,3.932504728613002,362,0.20668785978566337,1,NA
